X,ID,MY,PH,TH
8.938559665,-0.002608159,-0.002683379,-0.002470215,-0.002925851
8.937034274,-0.002645598,-0.002771778,-0.002425704,-0.002926287
8.935508883,-0.002695954,-0.002714353,-0.002636412,-0.002948831
8.933983492,-0.002627957,-0.002840827,-0.002538758,-0.002837022
8.932458101,-0.002689173,-0.002769573,-0.00256767,-0.002850324
8.93093271,-0.0026344,-0.002798012,-0.002610176,-0.002884802
8.929407319,-0.002708629,-0.002638207,-0.002516316,-0.002921464
8.927881927,-0.002701821,-0.002749138,-0.002625482,-0.002791735
8.926356536,-0.002643446,-0.002773745,-0.00259331,-0.002773619
8.924831145,-0.002722261,-0.002757885,-0.002609468,-0.002859484
8.923305754,-0.002652998,-0.002700463,-0.002401105,-0.002881675
8.921780363,-0.002720343,-0.002770245,-0.002680313,-0.0028921
8.920254972,-0.002671298,-0.002654212,-0.002517869,-0.002767459
8.918729581,-0.00272647,-0.002759675,-0.002565708,-0.002834854
8.91720419,-0.002697278,-0.002767162,-0.002755311,-0.002882646
8.915678799,-0.002744534,-0.002748475,-0.002674091,-0.002781318
8.914153408,-0.002617847,-0.002673722,-0.002577161,-0.002910364
8.912628017,-0.002608699,-0.00268348,-0.002698247,-0.002704181
8.911102626,-0.002632181,-0.002863419,-0.002492515,-0.002777619
8.909577235,-0.002577166,-0.002779246,-0.002680173,-0.002849179
8.908051844,-0.002587068,-0.002732678,-0.002543425,-0.002933689
8.906526453,-0.002725284,-0.002801146,-0.002575982,-0.00278344
8.905001062,-0.002633618,-0.002874688,-0.002496172,-0.002824127
8.903475671,-0.002622685,-0.002680906,-0.00255607,-0.002842648
8.90195028,-0.002688747,-0.002720251,-0.002517543,-0.002904669
8.900424889,-0.002582454,-0.002643551,-0.002508767,-0.00283404
8.898899498,-0.002587082,-0.002794872,-0.00256944,-0.002750983
8.897374107,-0.002597374,-0.002849556,-0.002610989,-0.002955716
8.895848716,-0.002613419,-0.002844488,-0.002482899,-0.002831169
8.894323325,-0.002714067,-0.002796349,-0.002719554,-0.002813544
8.892797934,-0.002618801,-0.002670835,-0.002557675,-0.002919
8.891272543,-0.002712908,-0.002711577,-0.002626929,-0.002801828
8.889747151,-0.002672308,-0.002788219,-0.002606046,-0.002787985
8.88822176,-0.002751664,-0.002752002,-0.002616513,-0.002776658
8.886696369,-0.002634393,-0.002744317,-0.002538492,-0.00285368
8.885170978,-0.002605932,-0.002577277,-0.002665895,-0.002899067
8.883645587,-0.002660614,-0.002797436,-0.002557302,-0.002833914
8.882120196,-0.002753856,-0.002743875,-0.002574706,-0.002924076
8.880594805,-0.00263639,-0.002776156,-0.002624724,-0.002850514
8.879069414,-0.00263493,-0.002706757,-0.002658924,-0.002882902
8.877544023,-0.00263489,-0.002721894,-0.002598905,-0.002745733
8.876018632,-0.002531872,-0.002716782,-0.002582221,-0.002863093
8.874493241,-0.00258064,-0.00276395,-0.002552424,-0.002801775
8.87296785,-0.002738577,-0.002742467,-0.002528581,-0.002790744
8.871442459,-0.00262621,-0.002734773,-0.002490361,-0.002822871
8.869917068,-0.00261866,-0.00279403,-0.002601302,-0.002845399
8.868391677,-0.002661997,-0.002738645,-0.002605225,-0.002785889
8.866866286,-0.002677367,-0.002763663,-0.00262379,-0.002826079
8.865340895,-0.002678461,-0.002823976,-0.002637471,-0.002920115
8.863815504,-0.002711829,-0.002788118,-0.002676678,-0.002862367
8.862290113,-0.002542098,-0.002781625,-0.002488742,-0.002890148
8.860764722,-0.002621135,-0.002667082,-0.002604165,-0.002827292
8.859239331,-0.00268303,-0.00281401,-0.002619453,-0.002818016
8.85771394,-0.002755197,-0.002770112,-0.00256,-0.002949633
8.856188549,-0.002692931,-0.002853781,-0.002403159,-0.002828955
8.854663158,-0.002608009,-0.002777555,-0.002736807,-0.002791738
8.853137767,-0.002584877,-0.002636496,-0.002478872,-0.002890944
8.851612375,-0.002662161,-0.002692541,-0.002585559,-0.002739126
8.850086984,-0.002698966,-0.002740664,-0.002614579,-0.002869794
8.848561593,-0.002604893,-0.002688118,-0.002604262,-0.002737762
8.847036202,-0.002691417,-0.002775098,-0.002582994,-0.002856195
8.845510811,-0.002724432,-0.002736134,-0.002623238,-0.002749769
8.84398542,-0.002745186,-0.002681911,-0.002605423,-0.002913558
8.842460029,-0.002646163,-0.002757491,-0.002638901,-0.002866651
8.840934638,-0.002659789,-0.002745133,-0.002673336,-0.002799627
8.839409247,-0.00265843,-0.002751775,-0.002518994,-0.002962042
8.837883856,-0.002576435,-0.002774848,-0.002625068,-0.002890868
8.836358465,-0.002674474,-0.002705911,-0.002572464,-0.002811187
8.834833074,-0.002647821,-0.002680542,-0.002543552,-0.002985125
8.833307683,-0.002706351,-0.002827273,-0.002563285,-0.00292901
8.831782292,-0.002657848,-0.002750947,-0.00248662,-0.002847978
8.830256901,-0.002651242,-0.002649547,-0.002554462,-0.002828833
8.82873151,-0.002704091,-0.002797508,-0.002539174,-0.002814042
8.827206119,-0.002551754,-0.002791337,-0.002491822,-0.002836904
8.825680728,-0.002640996,-0.002683789,-0.002583871,-0.002939556
8.824155337,-0.002771465,-0.002773188,-0.002605401,-0.002849926
8.822629946,-0.002689918,-0.002614566,-0.002672816,-0.002947064
8.821104555,-0.002734639,-0.002666886,-0.002582918,-0.002871698
8.819579164,-0.002715162,-0.002745578,-0.002597542,-0.002837852
8.818053773,-0.002731798,-0.002752756,-0.002572736,-0.002865832
8.816528382,-0.002704196,-0.002760715,-0.002643336,-0.002842072
8.815002991,-0.002674928,-0.002819145,-0.002574148,-0.002891336
8.813477599,-0.002842832,-0.002839411,-0.002722411,-0.002944855
8.811952208,-0.002549215,-0.002734704,-0.002559668,-0.002877344
8.810426817,-0.002672661,-0.00272402,-0.002642417,-0.002817636
8.808901426,-0.002684206,-0.002766293,-0.002536827,-0.002915036
8.807376035,-0.002699465,-0.002769315,-0.00258387,-0.002892137
8.805850644,-0.002737287,-0.00279709,-0.002657645,-0.002759018
8.804325253,-0.00264241,-0.002757492,-0.002712059,-0.002809292
8.802799862,-0.002650003,-0.002681485,-0.002634963,-0.002819058
8.801274471,-0.002612781,-0.002651369,-0.002529992,-0.002734726
8.79974908,-0.002740845,-0.002648131,-0.002585394,-0.002836724
8.798223689,-0.002586479,-0.002734693,-0.002593213,-0.002744287
8.796698298,-0.002760119,-0.002757049,-0.002596016,-0.002817809
8.795172907,-0.002694483,-0.002808945,-0.002647908,-0.002807981
8.793647516,-0.002646964,-0.00269754,-0.002474114,-0.002852349
8.792122125,-0.002683532,-0.002736002,-0.00256767,-0.002966899
8.790596734,-0.002704366,-0.002760512,-0.002600914,-0.00290065
8.789071343,-0.002652052,-0.002761835,-0.002577083,-0.002937994
8.787545952,-0.002686206,-0.002762601,-0.002556994,-0.002851518
8.786020561,-0.002750923,-0.002681635,-0.00247437,-0.002837818
8.78449517,-0.00270412,-0.002703355,-0.002605483,-0.002854928
8.782969779,-0.002779672,-0.00272137,-0.002682656,-0.002778589
8.781444388,-0.002652006,-0.002751189,-0.002568502,-0.002980107
8.779918997,-0.002711531,-0.002671882,-0.002609535,-0.002883443
8.778393606,-0.002716648,-0.002736401,-0.002644888,-0.002963371
8.776868215,-0.002665481,-0.002820123,-0.002555392,-0.002950536
8.775342823,-0.0025325,-0.00272562,-0.002658803,-0.002886019
8.773817432,-0.00263275,-0.002724517,-0.002530047,-0.00277851
8.772292041,-0.002767331,-0.002771153,-0.002623709,-0.002860376
8.77076665,-0.00272848,-0.002705307,-0.002553395,-0.002882306
8.769241259,-0.002563805,-0.002730291,-0.002639893,-0.002880944
8.767715868,-0.002687911,-0.002748922,-0.002646354,-0.002971183
8.766190477,-0.002704678,-0.002612665,-0.002657792,-0.002983106
8.764665086,-0.002669838,-0.00269269,-0.002589209,-0.002828639
8.763139695,-0.002683517,-0.002722672,-0.002574488,-0.002796523
8.761614304,-0.00261179,-0.002805476,-0.002516432,-0.002999966
8.760088913,-0.002586604,-0.002739072,-0.002598207,-0.002868975
8.758563522,-0.002718418,-0.002626989,-0.002557333,-0.002816017
8.757038131,-0.002707772,-0.002698071,-0.002583653,-0.002793099
8.75551274,-0.002666675,-0.002763786,-0.002505249,-0.002985388
8.753987349,-0.002595545,-0.002755272,-0.002603306,-0.002890219
8.752461958,-0.002748119,-0.002712249,-0.002663179,-0.002908164
8.750936567,-0.002722472,-0.002769013,-0.002620035,-0.002834779
8.749411176,-0.002702426,-0.00281264,-0.002696197,-0.002936299
8.747885785,-0.002587751,-0.002679636,-0.002579062,-0.002941314
8.746360394,-0.002691972,-0.002742703,-0.002538578,-0.00291264
8.744835003,-0.002585851,-0.002713123,-0.002635341,-0.002835225
8.743309612,-0.002722379,-0.002656259,-0.002594807,-0.00299403
8.741784221,-0.002758032,-0.002707238,-0.002760995,-0.002871533
8.74025883,-0.002737263,-0.002644634,-0.002656723,-0.002804593
8.738733439,-0.002772486,-0.002702538,-0.002621341,-0.002948978
8.737208047,-0.002821875,-0.002753336,-0.002610231,-0.002966016
8.735682656,-0.002706882,-0.002723961,-0.002514792,-0.002905109
8.734157265,-0.002775729,-0.002766403,-0.002541381,-0.002890247
8.732631874,-0.002732791,-0.002686904,-0.002523928,-0.002863468
8.731106483,-0.002813407,-0.00284486,-0.00260852,-0.002796719
8.729581092,-0.002745678,-0.00271128,-0.002579828,-0.002851087
8.728055701,-0.002698715,-0.002726102,-0.002547794,-0.002856082
8.72653031,-0.002693405,-0.002739752,-0.002646328,-0.002850811
8.725004919,-0.002751381,-0.002733266,-0.002520268,-0.002952036
8.723479528,-0.0027777,-0.002906853,-0.002582523,-0.002854049
8.721954137,-0.002764919,-0.002710303,-0.002562524,-0.002817808
8.720428746,-0.002685601,-0.002728518,-0.002551078,-0.002881715
8.718903355,-0.002813207,-0.002651016,-0.002622245,-0.002787611
8.717377964,-0.002750039,-0.002705753,-0.00254904,-0.002918724
8.715852573,-0.002656088,-0.00268511,-0.002492795,-0.002898302
8.714327182,-0.002619499,-0.002740294,-0.002594961,-0.00287497
8.712801791,-0.00273767,-0.002718727,-0.002543185,-0.002872541
8.7112764,-0.002708203,-0.002756967,-0.002524166,-0.003026554
8.709751009,-0.002644122,-0.002648389,-0.002528775,-0.002919212
8.708225618,-0.002728095,-0.002799817,-0.002492243,-0.002897049
8.706700227,-0.00276267,-0.002700699,-0.002641391,-0.002934623
8.705174836,-0.002685258,-0.002645,-0.002546363,-0.002928919
8.703649445,-0.002719595,-0.002646151,-0.002604562,-0.002834265
8.702124054,-0.002671387,-0.00285686,-0.002598082,-0.002938801
8.700598663,-0.002809249,-0.002677017,-0.002511479,-0.002958163
8.699073272,-0.002670589,-0.002673182,-0.002538052,-0.002982614
8.69754788,-0.002758794,-0.002681234,-0.002573026,-0.002802881
8.696022489,-0.002755503,-0.002795658,-0.002535458,-0.002927772
8.694497098,-0.002706696,-0.002715451,-0.002634028,-0.002952806
8.692971707,-0.002773884,-0.002737553,-0.00265523,-0.002929819
8.691446316,-0.002679056,-0.002766889,-0.002678864,-0.002869828
8.689920925,-0.002855015,-0.002657291,-0.002581135,-0.002846378
8.688395534,-0.002734744,-0.002745173,-0.002657561,-0.002793813
8.686870143,-0.002799637,-0.002639663,-0.002585224,-0.002968983
8.685344752,-0.002726785,-0.002795281,-0.002538415,-0.002889105
8.683819361,-0.00273433,-0.002807461,-0.002515389,-0.002917639
8.68229397,-0.002600023,-0.002763133,-0.002561508,-0.002914762
8.680768579,-0.002646183,-0.002750139,-0.002640041,-0.002855535
8.679243188,-0.002711418,-0.002733781,-0.002575685,-0.002867956
8.677717797,-0.002698226,-0.002729064,-0.002517705,-0.002822228
8.676192406,-0.002713366,-0.00274761,-0.002685336,-0.00297128
8.674667015,-0.002726642,-0.002683012,-0.002698206,-0.002873894
8.673141624,-0.002626964,-0.002721354,-0.002627038,-0.002855374
8.671616233,-0.00272502,-0.002710366,-0.002646557,-0.002885717
8.670090842,-0.002656428,-0.002665982,-0.002628694,-0.002862797
8.668565451,-0.002788844,-0.002715147,-0.002615348,-0.002901214
8.66704006,-0.002732181,-0.002641988,-0.002601962,-0.002977422
8.665514669,-0.002675797,-0.002756589,-0.002602905,-0.002847517
8.663989278,-0.002683535,-0.002732792,-0.002622597,-0.002922301
8.662463887,-0.002715127,-0.002743599,-0.002634229,-0.002900391
8.660938496,-0.002665965,-0.002687889,-0.002588825,-0.002773187
8.659413104,-0.002684829,-0.002592131,-0.002636544,-0.002863787
8.657887713,-0.002733523,-0.002761439,-0.002675355,-0.002934208
8.656362322,-0.00276029,-0.002640301,-0.002680441,-0.003031724
8.654836931,-0.002774071,-0.002783845,-0.002539695,-0.002870992
8.65331154,-0.00279471,-0.002761204,-0.002717794,-0.002947337
8.651786149,-0.002676293,-0.002654066,-0.002548382,-0.002981855
8.650260758,-0.002663615,-0.002680441,-0.002685239,-0.00288066
8.648735367,-0.002722676,-0.002740966,-0.002585577,-0.002840945
8.647209976,-0.00268825,-0.002741571,-0.002581059,-0.00290475
8.645684585,-0.002747859,-0.00272931,-0.002621456,-0.002933498
8.644159194,-0.002742562,-0.002764935,-0.002592297,-0.002918599
8.642633803,-0.002659444,-0.00260816,-0.00255067,-0.002866228
8.641108412,-0.002718107,-0.002600328,-0.002529426,-0.002891156
8.639583021,-0.00272669,-0.002687557,-0.002574284,-0.002869361
8.63805763,-0.002720702,-0.002692755,-0.002633605,-0.002965791
8.636532239,-0.002685403,-0.002675124,-0.002705754,-0.002942457
8.635006848,-0.002703064,-0.002765965,-0.002581099,-0.002898943
8.633481457,-0.002634451,-0.002712159,-0.002625324,-0.002940453
8.631956066,-0.002790953,-0.002802016,-0.002645098,-0.002954606
8.630430675,-0.002569903,-0.002603876,-0.002730964,-0.002846824
8.628905284,-0.002679808,-0.002796779,-0.0026726,-0.002973271
8.627379893,-0.002709876,-0.002841201,-0.002617289,-0.002896882
8.625854502,-0.002816262,-0.002803245,-0.002579037,-0.002973019
8.624329111,-0.002659529,-0.002689402,-0.002496155,-0.002997782
8.62280372,-0.002701955,-0.00269455,-0.002567184,-0.002835045
8.621278328,-0.002648074,-0.002728604,-0.00265958,-0.002892099
8.619752937,-0.00265578,-0.002796337,-0.002509937,-0.002853473
8.618227546,-0.002718642,-0.002882065,-0.002447285,-0.002915956
8.616702155,-0.002757138,-0.002682008,-0.002421332,-0.002935694
8.615176764,-0.00274774,-0.002694484,-0.002580569,-0.002746661
8.613651373,-0.002760346,-0.002662249,-0.002577697,-0.002915676
8.612125982,-0.002770218,-0.002772862,-0.002648161,-0.002804026
8.610600591,-0.002732325,-0.002789451,-0.002513219,-0.002951124
8.6090752,-0.002761376,-0.00280505,-0.002603444,-0.002830406
8.607549809,-0.002809467,-0.002819998,-0.002608242,-0.002930578
8.606024418,-0.002750983,-0.002891006,-0.002707416,-0.002988449
8.604499027,-0.002702429,-0.002720604,-0.002681821,-0.002842553
8.602973636,-0.00266723,-0.002756533,-0.002619339,-0.003015839
8.601448245,-0.002735351,-0.002709761,-0.002635516,-0.002792193
8.599922854,-0.002742839,-0.002711528,-0.00260345,-0.002811364
8.598397463,-0.002807659,-0.002689491,-0.002677562,-0.002943552
8.596872072,-0.00261828,-0.002717249,-0.002481544,-0.00293108
8.595346681,-0.002727836,-0.002720442,-0.002613423,-0.002849882
8.59382129,-0.002671762,-0.002680623,-0.002477878,-0.002877997
8.592295899,-0.002600997,-0.002663102,-0.002532973,-0.002984686
8.590770508,-0.002756693,-0.002711845,-0.002555389,-0.002963009
8.589245117,-0.0027131,-0.002608902,-0.00250656,-0.002888876
8.587719726,-0.002693561,-0.002690415,-0.002540301,-0.002873771
8.586194335,-0.002707136,-0.002699085,-0.002654863,-0.002892596
8.584668944,-0.002680203,-0.002801384,-0.002496256,-0.002850243
8.583143552,-0.002654554,-0.002670631,-0.002649462,-0.002979999
8.581618161,-0.002726133,-0.002600662,-0.002541741,-0.002910611
8.58009277,-0.00269875,-0.002712814,-0.002625675,-0.0028789
8.578567379,-0.002597391,-0.002681236,-0.002690674,-0.002894954
8.577041988,-0.002799569,-0.002671694,-0.002663654,-0.00293337
8.575516597,-0.002794969,-0.002778116,-0.002675828,-0.002936389
8.573991206,-0.002798849,-0.002727678,-0.002427991,-0.002861563
8.572465815,-0.00275333,-0.00281858,-0.002567816,-0.002854763
8.570940424,-0.002698317,-0.002698649,-0.002649434,-0.002884258
8.569415033,-0.002750308,-0.002701945,-0.00266024,-0.002964369
8.567889642,-0.002751356,-0.002814069,-0.002536975,-0.002931426
8.566364251,-0.00287529,-0.002665267,-0.002572594,-0.002992546
8.56483886,-0.002682287,-0.002674353,-0.002622973,-0.002859233
8.563313469,-0.002807749,-0.002726323,-0.002516978,-0.00297073
8.561788078,-0.002787343,-0.002714162,-0.002612385,-0.002955356
8.560262687,-0.002570403,-0.002835808,-0.002718668,-0.002876614
8.558737296,-0.002785922,-0.002790033,-0.002768161,-0.002806554
8.557211905,-0.002754434,-0.002624564,-0.002553902,-0.002895384
8.555686514,-0.002725234,-0.00270247,-0.002667148,-0.002868645
8.554161123,-0.002723906,-0.002855912,-0.002671654,-0.002896308
8.552635732,-0.002770463,-0.002729815,-0.002633994,-0.002845846
8.551110341,-0.002772165,-0.002733779,-0.002629193,-0.002975753
8.54958495,-0.002660573,-0.002757412,-0.002581354,-0.002931953
8.548059559,-0.002737084,-0.002775939,-0.002646332,-0.002923839
8.546534168,-0.002731573,-0.002748646,-0.002620851,-0.002900147
8.545008776,-0.002735569,-0.002586042,-0.002663134,-0.002925192
8.543483385,-0.002876015,-0.002735879,-0.002717402,-0.002907381
8.541957994,-0.002758693,-0.002694395,-0.002694372,-0.002821981
8.540432603,-0.002860933,-0.002699979,-0.00255853,-0.002990931
8.538907212,-0.002740732,-0.002729125,-0.002583395,-0.002966699
8.537381821,-0.002774742,-0.002796328,-0.002640262,-0.002876727
8.53585643,-0.002728261,-0.002753768,-0.002688548,-0.002928227
8.534331039,-0.002751933,-0.002777924,-0.002647246,-0.002975466
8.532805648,-0.002761182,-0.002844491,-0.002579356,-0.002797108
8.531280257,-0.002689579,-0.002648604,-0.002532347,-0.002877034
8.529754866,-0.00279483,-0.002774323,-0.00263805,-0.002846683
8.528229475,-0.002818307,-0.002717518,-0.002631075,-0.002875625
8.526704084,-0.002733278,-0.002686075,-0.002684975,-0.002731814
8.525178693,-0.00281164,-0.002864627,-0.00253692,-0.002764698
8.523653302,-0.002720532,-0.002737784,-0.002688472,-0.002815919
8.522127911,-0.002770279,-0.002676113,-0.002663708,-0.002823132
8.52060252,-0.00266202,-0.002658922,-0.002576339,-0.002953833
8.519077129,-0.002744362,-0.002655573,-0.002642478,-0.002949494
8.517551738,-0.002750502,-0.002731148,-0.002704599,-0.00286443
8.516026347,-0.002804074,-0.002618423,-0.002639171,-0.00288414
8.514500956,-0.002736503,-0.002570483,-0.002669409,-0.002797896
8.512975565,-0.002782267,-0.00267799,-0.002593045,-0.002908328
8.511450174,-0.002751229,-0.002742716,-0.00262797,-0.002857958
8.509924783,-0.002724236,-0.002798587,-0.002705555,-0.003029612
8.508399392,-0.002762248,-0.002637341,-0.002642034,-0.002855014
8.506874,-0.002770378,-0.002761097,-0.002612115,-0.002904936
8.505348609,-0.002850051,-0.002739509,-0.00264354,-0.002899232
8.503823218,-0.002723805,-0.002671405,-0.002568847,-0.00296875
8.502297827,-0.002621726,-0.002780142,-0.002630863,-0.002919578
8.500772436,-0.002741479,-0.002766955,-0.002533975,-0.002906961
8.499247045,-0.00271206,-0.002772986,-0.002616063,-0.002922404
8.497721654,-0.002769184,-0.002833255,-0.002639856,-0.002890505
8.496196263,-0.002737008,-0.002764791,-0.002574828,-0.00297236
8.494670872,-0.002754816,-0.002788427,-0.002598094,-0.002968621
8.493145481,-0.002808172,-0.002840123,-0.002641089,-0.002860749
8.49162009,-0.00281788,-0.002702308,-0.002560903,-0.002856289
8.490094699,-0.002664398,-0.002842731,-0.002671975,-0.002847333
8.488569308,-0.002724638,-0.002701818,-0.002487425,-0.002973388
8.487043917,-0.002743695,-0.002761521,-0.00247666,-0.002919861
8.485518526,-0.002800935,-0.002802104,-0.002639303,-0.002835943
8.483993135,-0.002824048,-0.002849877,-0.002586844,-0.00290139
8.482467744,-0.002743862,-0.002824533,-0.002577666,-0.002949995
8.480942353,-0.002684714,-0.002765834,-0.002530568,-0.002915555
8.479416962,-0.002711031,-0.002751738,-0.002505144,-0.002910747
8.477891571,-0.002730618,-0.002731576,-0.002662256,-0.002868233
8.47636618,-0.002791055,-0.002719503,-0.002707396,-0.002920949
8.474840789,-0.002684594,-0.002654138,-0.00254887,-0.002949839
8.473315398,-0.002817756,-0.002829382,-0.002656834,-0.002998793
8.471790007,-0.00275379,-0.00271672,-0.002580663,-0.002955962
8.470264616,-0.002819828,-0.002566912,-0.002639338,-0.002975676
8.468739224,-0.002735239,-0.00269483,-0.002606652,-0.002816887
8.467213833,-0.002661122,-0.002756683,-0.002657179,-0.002852841
8.465688442,-0.002723259,-0.002747148,-0.002649102,-0.00287548
8.464163051,-0.002766028,-0.002739198,-0.002613038,-0.003000797
8.46263766,-0.002798223,-0.002684943,-0.002724418,-0.002898839
8.461112269,-0.002680285,-0.002762252,-0.002672325,-0.002897084
8.459586878,-0.002778194,-0.002792082,-0.00268742,-0.00299719
8.458061487,-0.002790275,-0.002714138,-0.002561109,-0.002935393
8.456536096,-0.002831191,-0.002625928,-0.002584882,-0.002825138
8.455010705,-0.00272137,-0.002739671,-0.002580291,-0.002850874
8.453485314,-0.002663733,-0.002787765,-0.002569908,-0.002954022
8.451959923,-0.002695409,-0.002737069,-0.002754367,-0.003005643
8.450434532,-0.002749511,-0.002750155,-0.002687679,-0.002880621
8.448909141,-0.002698996,-0.002858154,-0.002475648,-0.002900716
8.44738375,-0.00268684,-0.002630312,-0.002630591,-0.003003903
8.445858359,-0.002798373,-0.002781751,-0.002665955,-0.002850139
8.444332968,-0.002725267,-0.002697566,-0.002622251,-0.002915584
8.442807577,-0.002834985,-0.002818639,-0.002613754,-0.002842967
8.441282186,-0.00271293,-0.002704302,-0.002573309,-0.002827083
8.439756795,-0.00274145,-0.002801349,-0.002547025,-0.002902616
8.438231404,-0.002775997,-0.002793891,-0.002717872,-0.003020767
8.436706013,-0.002750711,-0.002678434,-0.002665925,-0.002972784
8.435180622,-0.002684863,-0.002710425,-0.002611199,-0.002932141
8.433655231,-0.002712451,-0.002758859,-0.002654693,-0.002959253
8.43212984,-0.00260686,-0.002736198,-0.002603979,-0.002904665
8.430604448,-0.002707238,-0.0028151,-0.002659485,-0.003044128
8.429079057,-0.00273675,-0.002789953,-0.00265699,-0.002854119
8.427553666,-0.002821573,-0.002693633,-0.002576385,-0.002870479
8.426028275,-0.002713539,-0.002791046,-0.002705869,-0.002881104
8.424502884,-0.002638543,-0.002752078,-0.002592534,-0.002920045
8.422977493,-0.002687115,-0.002809186,-0.002702898,-0.002977921
8.421452102,-0.002795419,-0.002785136,-0.002685954,-0.003067348
8.419926711,-0.002727486,-0.002727117,-0.002555438,-0.002914747
8.41840132,-0.00277061,-0.00261522,-0.002601115,-0.002872104
8.416875929,-0.002790229,-0.002745898,-0.002583523,-0.0029103
8.415350538,-0.002799741,-0.002808947,-0.002663211,-0.002927648
8.413825147,-0.002729243,-0.002838218,-0.00265133,-0.002830845
8.412299756,-0.002645205,-0.002806733,-0.002598331,-0.002918711
8.410774365,-0.002740922,-0.002776762,-0.002591813,-0.002913511
8.409248974,-0.002810554,-0.002780977,-0.002569336,-0.003010948
8.407723583,-0.002758832,-0.002781396,-0.002600101,-0.002994045
8.406198192,-0.002843222,-0.002692306,-0.002546152,-0.002994012
8.404672801,-0.002821028,-0.002841774,-0.002653422,-0.002992167
8.40314741,-0.002707781,-0.002749574,-0.00272762,-0.002888551
8.401622019,-0.002665879,-0.002723052,-0.002643552,-0.002947935
8.400096628,-0.002740978,-0.00268492,-0.002718808,-0.002944325
8.398571237,-0.002737604,-0.002734927,-0.002680385,-0.002804268
8.397045846,-0.002745393,-0.002715029,-0.002571428,-0.0029041
8.395520455,-0.002736245,-0.002818871,-0.002529731,-0.002990261
8.393995064,-0.002672533,-0.002727207,-0.00263009,-0.002988183
8.392469673,-0.002750284,-0.002806859,-0.002699662,-0.002951552
8.390944281,-0.002661192,-0.002717866,-0.002637518,-0.002853801
8.38941889,-0.002837514,-0.002825116,-0.002681562,-0.002929646
8.387893499,-0.002787391,-0.002769585,-0.002558173,-0.002834711
8.386368108,-0.002741279,-0.002767858,-0.002647197,-0.002995325
8.384842717,-0.002844491,-0.002763598,-0.002634875,-0.002902205
8.383317326,-0.002800092,-0.002650034,-0.002667601,-0.002911745
8.381791935,-0.002770266,-0.002718719,-0.002562355,-0.002931901
8.380266544,-0.002746812,-0.002759664,-0.002668222,-0.002981862
8.378741153,-0.002822772,-0.002774931,-0.002564196,-0.002980338
8.377215762,-0.002718577,-0.002714042,-0.002682542,-0.002907907
8.375690371,-0.002678277,-0.00283845,-0.002578869,-0.002919135
8.37416498,-0.002670486,-0.002811247,-0.002570636,-0.002835336
